threshold	mode	depth	label	n_samples	n_subjects	high_cal_samples	lower_cal_samples	n_high_label	n_lower_label	n_high_other	n_lower_other	or_value	ci_low	ci_high	p_value	q_value	mode_key	label_col
150	AGP transfer	1	Blautia sp.	202	49	132	70	8	2	124	68	2.18613337019787	0.419724740115371	21.7029073187088	0.498962211840688	0.712803159772411	agp_transfer	depth1_frozen_agp_absorb
150	AGP transfer	1	Bifidobacterium breve	202	49	132	70	12	8	120	62	0.776028168817701	0.274770522064499	2.31096643702853	0.625303218611076	0.781629023263844	agp_transfer	depth1_frozen_agp_absorb
150	AGP transfer	1	Segatella sp.	202	49	132	70	17	10	115	60	0.887494342658431	0.357451513889574	2.31195508186858	0.829242646083188	0.921380717870209	agp_transfer	depth1_frozen_agp_absorb
150	AGP transfer	1	Faecalibacterium prausnitzii	202	49	132	70	11	6	121	64	0.969820669488742	0.31145659172988	3.34792228068721	1	1	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Lachnospiraceae fam.	202	49	114	88	2	8	112	80	0.179992361847709	0.0181724789036175	0.934865045733414	0.0221955175626069	0.126346540273839	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Bacteroides ovatus	202	49	114	88	12	2	102	86	5.02594641418399	1.07430170301886	47.4636348553572	0.0252693080547679	0.126346540273839	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	[Eubacterium] coprostanoligenes group fam.	202	49	114	88	5	0	109	88	Inf	0.717657261154896	Inf	0.0697508526822081	0.232502842274027	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Segatella sp.	202	49	114	88	11	16	103	72	0.482360159188094	0.190268810143085	1.18131023225687	0.0958142810610461	0.239535702652615	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Bacteroides fragilis	202	49	114	88	5	9	109	79	0.404480560245452	0.10237695011465	1.40510086746858	0.160754966061313	0.321509932122626	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Bacteroides dorei	202	49	114	88	33	18	81	70	1.5807876631346	0.785399021126187	3.26005007465005	0.193141321374382	0.321902202290636	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	UCG-002 sp.	202	49	114	88	2	4	112	84	0.376811706640644	0.033346909629112	2.6995573140054	0.406801560449626	0.581145086356609	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Blautia sp.	202	49	114	88	7	3	107	85	1.84824065669904	0.406825599082432	11.4056014839129	0.518441087818511	0.648051359773139	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Faecalibacterium prausnitzii	202	49	114	88	11	6	103	82	1.45688526827392	0.470071617037463	5.01013931714425	0.611364673160474	0.679294081289415	agp_transfer	depth1_frozen_agp_absorb
200	AGP transfer	1	Bifidobacterium breve	202	49	114	88	11	9	103	79	0.937743198675349	0.33468131684951	2.6959788617454	1	1	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Bacteroides fragilis	202	49	103	99	3	11	100	88	0.241553141797815	0.0419406260135293	0.953911594168774	0.0266921360656357	0.198855342670696	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Lachnospiraceae fam.	202	49	103	99	2	8	101	91	0.226713133874351	0.0228888623295572	1.17676461292525	0.0549240264926137	0.198855342670696	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	[Eubacterium] coprostanoligenes group fam.	202	49	103	99	5	0	98	99	Inf	0.897373419731599	Inf	0.0596566028012087	0.198855342670696	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Bacteroides dorei	202	49	103	99	31	20	72	79	1.69619708656211	0.850806642917073	3.44138522873812	0.144448476497929	0.297141802440647	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Segatella sp.	202	49	103	99	10	17	93	82	0.520343852416336	0.200849331042325	1.28230887965746	0.148570901220323	0.297141802440647	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Faecalibacterium prausnitzii	202	49	103	99	11	6	92	93	1.84771826054585	0.596653269648383	6.35129100214425	0.31259846446111	0.520997440768516	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Bacteroides ovatus	202	49	103	99	9	5	94	94	1.79487356474333	0.517187304891159	7.08250279649224	0.408335935929484	0.5476936733063	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	UCG-002 sp.	202	49	103	99	2	4	101	95	0.472004437539416	0.0417908027626332	3.38020620643216	0.43815493864504	0.5476936733063	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Bifidobacterium breve	202	49	103	99	9	11	94	88	0.766972316482561	0.266968386116705	2.1465910676104	0.641594432960132	0.712882703289036	agp_transfer	depth1_frozen_agp_absorb
250	AGP transfer	1	Blautia sp.	202	49	103	99	6	4	97	95	1.46630401930139	0.335583759643732	7.29496981743532	0.748110124649518	0.748110124649518	agp_transfer	depth1_frozen_agp_absorb
100	AGP transfer	2	Lachnospiraceae fam.__Faecalibacterium prausnitzii	198	49	142	56	3	5	139	51	0.222161049993366	0.0332968758165717	1.18831843484984	0.0422295631976959	0.281309557063951	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	UCG-002 sp.__Bacteroides dorei	198	49	142	56	2	4	140	52	0.187593117662761	0.0164987520740879	1.35305042284039	0.0548436668415943	0.281309557063951	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Bacteroides ovatus__Bacteroides dorei	198	49	142	56	10	0	132	56	Inf	0.911266727277222	Inf	0.064917590091681	0.281309557063951	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Bacteroides dorei__Bacteroides ovatus	198	49	142	56	13	2	129	54	2.70990322131661	0.582802918748551	25.546587574362	0.240873614739054	0.702599018601949	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Bacteroides dorei__Faecalibacterium prausnitzii	198	49	142	56	5	4	137	52	0.476458879685479	0.0982979355761445	2.49756672367418	0.274521176112685	0.702599018601949	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	[Eubacterium] coprostanoligenes group fam.	198	49	142	56	5	0	137	56	Inf	0.362217872166651	Inf	0.324276470123977	0.702599018601949	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Segatella sp.__Faecalibacterium prausnitzii	198	49	142	56	8	1	134	55	3.26865985122007	0.421302325576391	148.220370345373	0.449781586725463	0.835308661061573	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Bifidobacterium breve__Bacteroides dorei	198	49	142	56	8	5	134	51	0.610615861640437	0.166919045879558	2.4871072909484	0.523833412874098	0.851229295920409	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Blautia sp.	198	49	142	56	8	2	134	54	1.60843849291951	0.307083976969572	16.0301378462698	0.727990897108917	0.950855337013805	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Bacteroides fragilis__Bacteroides dorei	198	49	142	56	9	2	133	54	1.82219760384571	0.360185757511222	17.8802778632823	0.731427182318312	0.950855337013805	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Faecalibacterium prausnitzii__Bacteroides dorei	198	49	142	56	6	2	136	54	1.1901513074769	0.204555474721274	12.4146843037251	1	1	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Bifidobacterium breve__Faecalibacterium prausnitzii	198	49	142	56	5	2	137	54	0.985474588606664	0.155537591091503	10.6464788806236	1	1	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	2	Segatella sp.__Bacteroides dorei	198	49	142	56	7	3	135	53	0.916465833816038	0.199891570084288	5.69499843708041	1	1	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Bacteroides dorei__Bacteroides ovatus	198	49	131	67	13	2	118	65	3.56236288561358	0.76990547550212	33.4834638090968	0.0946042796498999	0.474253313475603	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Lachnospiraceae fam.__Faecalibacterium prausnitzii	198	49	131	67	3	5	128	62	0.292597922527748	0.0440334885092892	1.55885414814279	0.122834217616238	0.474253313475603	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Bacteroides ovatus__Bacteroides dorei	198	49	131	67	9	1	122	66	4.84081852773365	0.646310925986077	216.38687286091	0.168903702350949	0.474253313475603	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	[Eubacterium] coprostanoligenes group fam.	198	49	131	67	5	0	126	67	Inf	0.47207382316538	Inf	0.169147390067973	0.474253313475603	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	UCG-002 sp.__Bacteroides dorei	198	49	131	67	2	4	129	63	0.246090116024371	0.0217169396568142	1.76893340294931	0.18240512056754	0.474253313475603	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Bacteroides dorei__Faecalibacterium prausnitzii	198	49	131	67	5	4	126	63	0.626554842496306	0.129848062099036	3.27184270739189	0.490437645493711	0.829024127675856	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Blautia sp.	198	49	131	67	8	2	123	65	2.10685388087417	0.403999850641539	20.9338198508706	0.499597879061045	0.829024127675856	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Bifidobacterium breve__Faecalibacterium prausnitzii	198	49	131	67	4	3	127	64	0.673315952154002	0.110293208028301	4.73493060735189	0.690561950384317	0.829024127675856	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Faecalibacterium prausnitzii__Bacteroides dorei	198	49	131	67	6	2	125	65	1.5567583104422	0.268598842427051	16.1969676043033	0.719183619895017	0.829024127675856	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Segatella sp.__Faecalibacterium prausnitzii	198	49	131	67	7	2	124	65	1.82963510365005	0.335392060159469	18.5440234533833	0.720661600842938	0.829024127675856	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Segatella sp.__Bacteroides dorei	198	49	131	67	6	4	125	63	0.757135340840377	0.172316601322884	3.78388578099896	0.736074830728399	0.829024127675856	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Bifidobacterium breve__Bacteroides dorei	198	49	131	67	8	5	123	62	0.807422164238511	0.221965463862971	3.27337475276452	0.765253040931559	0.829024127675856	agp_transfer	depth2_frozen_agp_absorb
150	AGP transfer	2	Bacteroides fragilis__Bacteroides dorei	198	49	131	67	7	4	124	63	0.889653780444387	0.216538633147929	4.30272029170246	1	1	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Segatella sp.__Bacteroides dorei	198	49	113	85	1	9	112	76	0.0762051277046889	0.00171022871504171	0.569354903453063	0.00245128467563366	0.0318667007832375	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Lachnospiraceae fam.__Faecalibacterium prausnitzii	198	49	113	85	1	7	112	78	0.100484703993774	0.00219338751134815	0.80703307937506	0.0220134916539224	0.143087695750496	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Bacteroides ovatus__Bacteroides dorei	198	49	113	85	9	1	104	84	7.21631109808975	0.966429595751626	321.86870174159	0.0456012691561751	0.197605499676759	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	[Eubacterium] coprostanoligenes group fam.	198	49	113	85	5	0	108	85	Inf	0.699219115168001	Inf	0.0718489068742875	0.233508947341434	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Bacteroides dorei__Faecalibacterium prausnitzii	198	49	113	85	3	6	110	79	0.360954688155331	0.0567174410733458	1.75060174149241	0.176295450432692	0.458368171125	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Bacteroides dorei__Bacteroides ovatus	198	49	113	85	11	4	102	81	2.17578838766977	0.615475592007653	9.72161425445558	0.278146331468636	0.566309522855454	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Segatella sp.__Faecalibacterium prausnitzii	198	49	113	85	7	2	106	83	2.72816446245224	0.501770797033926	27.5985042397673	0.304935896922168	0.566309522855454	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	UCG-002 sp.__Bacteroides dorei	198	49	113	85	2	4	111	81	0.366721671910897	0.0324420813768403	2.62898083410517	0.405208830201041	0.631973854498894	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Faecalibacterium prausnitzii__Bacteroides dorei	198	49	113	85	6	2	107	83	2.31806574566497	0.401242776798348	24.0574490512144	0.470127843564534	0.631973854498894	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Blautia sp.	198	49	113	85	7	3	106	82	1.79995129753181	0.395854930112793	11.1159252985935	0.520162377485289	0.631973854498894	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Bacteroides fragilis__Bacteroides dorei	198	49	113	85	5	6	108	79	0.61113424331429	0.1421587719147	2.49823277523901	0.53474710765291	0.631973854498894	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Bifidobacterium breve__Faecalibacterium prausnitzii	198	49	113	85	4	3	109	82	1.00304267536508	0.164821356790375	7.03551864289015	1	1	agp_transfer	depth2_frozen_agp_absorb
200	AGP transfer	2	Bifidobacterium breve__Bacteroides dorei	198	49	113	85	7	6	106	79	0.87011800470955	0.239906122770237	3.26505058810479	1	1	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Segatella sp.__Bacteroides dorei	198	49	102	96	1	9	101	87	0.0965906150723299	0.0021674252989782	0.720932317531637	0.00813698307113456	0.105780779924749	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Lachnospiraceae fam.__Faecalibacterium prausnitzii	198	49	102	96	1	7	101	89	0.126951696703136	0.00277114000093175	1.01887474758652	0.0308784097642209	0.200709663467436	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	[Eubacterium] coprostanoligenes group fam.	198	49	102	96	5	0	97	96	Inf	0.878677832350272	Inf	0.0599200171353906	0.259653407586693	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Bacteroides dorei__Bacteroides ovatus	198	49	102	96	11	4	91	92	2.76678343380699	0.783243731267316	12.358736452027	0.107010343443216	0.325574814493038	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Bacteroides fragilis__Bacteroides dorei	198	49	102	96	3	8	99	88	0.335090489997215	0.0555530336063489	1.45112046988359	0.125221082497322	0.325574814493038	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Faecalibacterium prausnitzii__Bacteroides dorei	198	49	102	96	6	2	96	94	2.9230054015365	0.506217791877162	30.324644850731	0.280802862059984	0.594240199925903	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Bacteroides dorei__Faecalibacterium prausnitzii	198	49	102	96	3	6	99	90	0.45630701563172	0.0717488953933935	2.21139517249561	0.319975492267794	0.594240199925903	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	UCG-002 sp.__Bacteroides dorei	198	49	102	96	2	4	100	92	0.461750921518725	0.0408646338793526	3.30807264437817	0.433603821675695	0.704606210223005	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Segatella sp.__Faecalibacterium prausnitzii	198	49	102	96	6	3	96	93	1.93125518630101	0.398505690399956	12.28179582671	0.499484891354249	0.721478176400582	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Bifidobacterium breve__Faecalibacterium prausnitzii	198	49	102	96	3	4	99	92	0.698241795592637	0.0996280362581789	4.24739718429696	0.714461213406994	0.778213867572862	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Bacteroides ovatus__Bacteroides dorei	198	49	102	96	6	4	96	92	1.43489465813258	0.328145671882696	7.14354566625334	0.748669216399327	0.778213867572862	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Blautia sp.	198	49	102	96	6	4	96	92	1.43489465813258	0.328145671882696	7.14354566625334	0.748669216399327	0.778213867572862	agp_transfer	depth2_frozen_agp_absorb
250	AGP transfer	2	Bifidobacterium breve__Bacteroides dorei	198	49	102	96	6	7	96	89	0.795568948077341	0.212142877114166	2.88257383055504	0.778213867572862	0.778213867572862	agp_transfer	depth2_frozen_agp_absorb
100	AGP transfer	3	Lachnospiraceae fam.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	139	55	3	5	136	50	0.222646540665679	0.0333454872807974	1.1918766756321	0.0425921609041331	0.331496891076269	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	UCG-002 sp.__Bacteroides dorei	194	49	139	55	2	4	137	51	0.188049203412058	0.0165298983253676	1.35723204777818	0.0552494818460449	0.331496891076269	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Bacteroides ovatus__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	139	55	8	0	131	55	Inf	0.68798873153894	Inf	0.108072211361826	0.432288845447304	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Bacteroides dorei__Bacteroides ovatus__Faecalibacterium prausnitzii	194	49	139	55	5	0	134	55	Inf	0.363470809114985	Inf	0.324088651713714	0.648177303427428	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Segatella sp.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	139	55	5	0	134	55	Inf	0.363470809114985	Inf	0.324088651713714	0.648177303427428	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	[Eubacterium] coprostanoligenes group fam.	194	49	139	55	5	0	134	55	Inf	0.363470809114985	Inf	0.324088651713714	0.648177303427428	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Bifidobacterium breve__Bacteroides dorei	194	49	139	55	8	5	131	50	0.61237550060943	0.16721399099499	2.49668282807552	0.523868375935188	0.898060073031751	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Blautia sp.	194	49	139	55	8	2	131	53	1.61470431923384	0.308004830331486	16.1023819825101	0.727689764007676	0.975186175126038	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Bacteroides fragilis__Bacteroides dorei	194	49	139	55	9	2	130	53	1.82959185590152	0.36131429885458	17.9575084313972	0.731389631344529	0.975186175126038	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Bifidobacterium breve__Faecalibacterium prausnitzii	194	49	139	55	5	2	134	53	0.988863312312557	0.155958911260662	10.6889914206869	1	1	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Segatella sp.__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	139	55	7	2	132	53	1.40305919537243	0.255904859940754	14.2702403239856	1	1	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	3	Faecalibacterium prausnitzii__Bacteroides dorei__Bacteroides ovatus	194	49	139	55	5	1	134	54	2.00876255594923	0.217459333699154	97.0007565842941	1	1	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Lachnospiraceae fam.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	128	66	3	5	125	61	0.294825337216078	0.0443406835727355	1.57171305179725	0.123848160321121	0.548307838195271	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Bacteroides dorei__Bacteroides ovatus__Faecalibacterium prausnitzii	194	49	128	66	5	0	123	66	Inf	0.476073255013182	Inf	0.168238296192223	0.548307838195271	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	[Eubacterium] coprostanoligenes group fam.	194	49	128	66	5	0	123	66	Inf	0.476073255013182	Inf	0.168238296192223	0.548307838195271	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	UCG-002 sp.__Bacteroides dorei	194	49	128	66	2	4	126	62	0.247973149271262	0.021873149482375	1.78345510964168	0.182769279398424	0.548307838195271	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Bacteroides ovatus__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	128	66	7	1	121	65	3.74085183380196	0.464259855267162	171.912879660775	0.268961154345809	0.645506770429942	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Blautia sp.	194	49	128	66	8	2	120	64	2.12607211811578	0.407379027501156	21.1356288772722	0.499041082557161	0.919146961574027	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Segatella sp.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	128	66	4	1	124	65	2.08984442654439	0.201379663037071	104.775904138858	0.66318277606004	0.919146961574027	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Faecalibacterium prausnitzii__Bacteroides dorei__Bacteroides ovatus	194	49	128	66	5	1	123	65	2.63138981705507	0.285787250201117	126.795384389713	0.665855928630992	0.919146961574027	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Bifidobacterium breve__Faecalibacterium prausnitzii	194	49	128	66	4	3	124	63	0.678826727911307	0.111129505739133	4.77627147461821	0.691449942608193	0.919146961574027	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Bifidobacterium breve__Bacteroides dorei	194	49	128	66	8	5	120	61	0.814238549715765	0.223644001539621	3.30360176476893	0.765955801311689	0.919146961574027	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Bacteroides fragilis__Bacteroides dorei	194	49	128	66	7	4	121	62	0.897209419986097	0.218198301483734	4.3423284237923	1	1	agp_transfer	depth3_frozen_agp_absorb
150	AGP transfer	3	Segatella sp.__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	128	66	6	3	122	63	1.03261736154518	0.212033512191179	6.59243332817519	1	1	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Segatella sp.__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	110	84	1	8	109	76	0.0880739078790497	0.00195167779010057	0.679441193476009	0.0110376039865829	0.132451247838994	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Lachnospiraceae fam.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	110	84	1	7	109	77	0.101937415961881	0.00222425444753513	0.819187410150028	0.0221327291712237	0.132796375027342	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	[Eubacterium] coprostanoligenes group fam.	194	49	110	84	5	0	105	84	Inf	0.71028441342698	Inf	0.0704973605249417	0.281989442099767	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Bacteroides ovatus__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	110	84	7	1	103	83	5.6022562419959	0.697296078168516	256.928233318597	0.140989351169716	0.422968053509149	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Faecalibacterium prausnitzii__Bacteroides dorei__Bacteroides ovatus	194	49	110	84	5	1	105	83	3.92938586731252	0.427873268551022	188.982790783637	0.236925597123422	0.568621433096214	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Bacteroides dorei__Bacteroides ovatus__Faecalibacterium prausnitzii	194	49	110	84	4	1	106	83	3.11621838512517	0.300996743534198	155.956095789879	0.391188388826726	0.608754731613259	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Segatella sp.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	110	84	4	1	106	83	3.11621838512517	0.300996743534198	155.956095789879	0.391188388826726	0.608754731613259	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	UCG-002 sp.__Bacteroides dorei	194	49	110	84	2	4	108	80	0.372261147667787	0.0329193861248618	2.67005833441377	0.405836487742173	0.608754731613259	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Blautia sp.	194	49	110	84	7	3	103	81	1.82953403219118	0.402063048837552	11.3049418376828	0.518705371274583	0.643434764186442	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Bacteroides fragilis__Bacteroides dorei	194	49	110	84	5	6	105	78	0.62061712915062	0.144261704703062	2.53884331902834	0.536195636822035	0.643434764186442	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Bifidobacterium breve__Bacteroides dorei	194	49	110	84	7	6	103	78	0.884064613350172	0.24354810043076	3.32055196415825	1	1	agp_transfer	depth3_frozen_agp_absorb
200	AGP transfer	3	Bifidobacterium breve__Faecalibacterium prausnitzii	194	49	110	84	4	3	106	81	1.0187712767431	0.167254525803568	7.14958511437725	1	1	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Segatella sp.__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	100	94	1	8	99	86	0.109571142758109	0.00242797590476252	0.844646673505877	0.0158664983749799	0.184358313286954	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Lachnospiraceae fam.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	100	94	1	7	99	87	0.126630393322416	0.0027630770673088	1.01695756768072	0.0307263855478257	0.184358313286954	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	[Eubacterium] coprostanoligenes group fam.	194	49	100	94	5	0	95	94	Inf	0.877904095061277	Inf	0.0598788429769632	0.239515371907853	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Bacteroides fragilis__Bacteroides dorei	194	49	100	94	3	8	97	86	0.334268230307355	0.0553802237215001	1.44877237368946	0.124827597776689	0.374482793330068	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Faecalibacterium prausnitzii__Bacteroides dorei__Bacteroides ovatus	194	49	100	94	5	1	95	93	4.86111573048575	0.529575565571561	233.685471465689	0.212791597999793	0.510699835199504	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Bacteroides dorei__Bacteroides ovatus__Faecalibacterium prausnitzii	194	49	100	94	4	1	96	93	3.85125466915246	0.372156525207984	192.662681431332	0.369692663920546	0.739385327841093	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	UCG-002 sp.__Bacteroides dorei	194	49	100	94	2	4	98	90	0.46097211559023	0.0407767858083469	3.30435560068177	0.433214865236935	0.742654054691889	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Bifidobacterium breve__Faecalibacterium prausnitzii	194	49	100	94	3	4	97	90	0.69717830241824	0.0994202176269194	4.24352077613346	0.714219370109619	0.848694328049184	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Bacteroides ovatus__Bacteroides dorei__Faecalibacterium prausnitzii	194	49	100	94	5	3	95	91	1.59271555618365	0.29997822740729	10.5534495645777	0.721860563422196	0.848694328049184	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Blautia sp.	194	49	100	94	6	4	94	90	1.43352051877365	0.327574906713862	7.14174139783272	0.748583288715024	0.848694328049184	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Bifidobacterium breve__Bacteroides dorei	194	49	100	94	6	7	94	87	0.794263615216346	0.211607250527581	2.88047683385459	0.777969800711752	0.848694328049184	agp_transfer	depth3_frozen_agp_absorb
250	AGP transfer	3	Segatella sp.__Faecalibacterium prausnitzii__Bacteroides dorei	194	49	100	94	3	2	97	92	1.42012796208035	0.158922660403584	17.3562184979397	1	1	agp_transfer	depth3_frozen_agp_absorb
100	AGP transfer	4	Lachnospiraceae fam.__Faecalibacterium prausnitzii__Bacteroides dorei	191	48	136	55	3	5	133	50	0.227652449145373	0.0340834480144498	1.21899776507493	0.0454615839136761	0.320772956009525	agp_transfer	depth4_frozen_agp_absorb
100	AGP transfer	4	UCG-002 sp.__Bacteroides dorei	191	48	136	55	2	4	134	51	0.192248722374957	0.016897875629175	1.38781286085858	0.0583223556380954	0.320772956009525	agp_transfer	depth4_frozen_agp_absorb
100	AGP transfer	4	Bacteroides ovatus__Bacteroides dorei__Faecalibacterium prausnitzii__Agathobacter faecis	191	48	136	55	7	0	129	55	Inf	0.590730220307133	Inf	0.195514760719028	0.712346925015558	agp_transfer	depth4_frozen_agp_absorb
