depth	total_samples_in_comparison	mapped_samples	mapped_cases	mapped_controls	DCST	Condition	n_DCST	n_cases	prev_DCST	prev_pop	OR	CI_low	CI_high	p_value	q_value	cohort	cohort_slug	comparison	comparison_display	n_controls	bayes_or	bayes_cri_lo	bayes_cri_hi	bayes_pr_gt1
1	396	396	363	33	Proteus	Crohn_vs_Healthy	1	0	0.0	0.916666666666667	0.0			0.0833333333333333	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.017230444974056652	3.597727019959908e-05	0.5110523387225928	0.01085
1	396	396	363	33	Agathobacter	Crohn_vs_Healthy	9	7	0.777777777777778	0.916666666666667	0.304775280898876	0.0606904368404531	1.53052073247024	0.167702919630861	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.288888146882049	0.069656882512938	1.7752220171934519	0.07955
1	396	396	363	33	Bacteroides	Crohn_vs_Healthy	140	125	0.892857142857143	0.916666666666667	0.630252100840336	0.30720280644603	1.29301458931639	0.253506841470831	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	15	0.6300748226310398	0.3104010714652282	1.2864187016713813	0.10375
1	396	396	363	33	Dialister	Crohn_vs_Healthy	15	13	0.866666666666667	0.916666666666667	0.575714285714286	0.124243971145378	2.66771043874381	0.36034616741176	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.5409865877162001	0.14780487030311273	3.0689979995268137	0.2183
1	396	396	363	33	Faecalibacterium	Crohn_vs_Healthy	56	53	0.946428571428571	0.916666666666667	1.70967741935484	0.503703187987722	5.80301444969825	0.600340546356377	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	3	1.638741216850546	0.5694294726112896	6.64329231609992	0.80475
1	396	396	363	33	Bifidobacterium	Crohn_vs_Healthy	23	22	0.956521739130435	0.916666666666667	2.06451612903226	0.269374244610738	15.822696238809	0.70852772271369	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	1.7489724667604793	0.3879017183452496	19.92979883023011	0.73735
1	396	396	363	33	Blautia	Crohn_vs_Healthy	61	57	0.934426229508197	0.916666666666667	1.35049019607843	0.457261257191176	3.98858145320945	0.801450081868222	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	4	1.3035269111893975	0.5006788501774934	4.314608234128789	0.69995
1	396	396	363	33	Akkermansia	Crohn_vs_Healthy	12	11	0.916666666666667	0.916666666666667	1.0	0.125068469369297	7.9956203593349	1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.8615224384789062	0.1756744191122106	10.224494147962227	0.4358
1	396	396	363	33	Escherichia-Shigella	Crohn_vs_Healthy	28	26	0.928571428571429	0.916666666666667	1.19584569732938	0.270984939341844	5.27721922588916	1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	1.1060169553114085	0.329775057088702	6.302432112524081	0.5571
1	396	396	363	33	Lachnospiraceae	Crohn_vs_Healthy	3	3	1.0	0.916666666666667	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.2534166225956744	0.07803488012992812	555.7554591034499	0.54785
1	396	396	363	33	Lactobacillus	Crohn_vs_Healthy	5	5	1.0	0.916666666666667	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.1009849993978476	0.14822178047904488	970.9025461378955	0.6668
1	396	396	363	33	Pasteurellaceae	Crohn_vs_Healthy	1	1	1.0	0.916666666666667	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.46038326300435584	0.015611404473944249	238.22111094391582	0.36325
1	396	396	363	33	Staphylococcus	Crohn_vs_Healthy	5	5	1.0	0.916666666666667	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.101691319817294	0.1438962129650822	1021.7590947562841	0.66875
1	396	396	363	33	Streptococcus	Crohn_vs_Healthy	31	29	0.935483870967742	0.916666666666667	1.34580838323353	0.306533431885646	5.90865470444782	1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	1.2493935074879807	0.36980038047690356	6.724612066491979	0.62405
1	396	396	363	33	Veillonella	Crohn_vs_Healthy	6	6	1.0	0.916666666666667	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.606573684935382	0.17651624648526607	1289.9881924341473	0.71325
2	396	308	282	26	Bacteroides__Dialister	Crohn_vs_Healthy	10	7	0.7	0.915584415584416	0.195151515151515	0.0472718787590621	0.805639946320756	0.0431284364160882	0.971741613435424	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	3	0.19115175587258437	0.048587980909111844	0.8853429798844719	0.01795
2	396	308	282	26	Agathobacter__Bacteroides	Crohn_vs_Healthy	5	3	0.6	0.915584415584416	0.129032258064516	0.020550783882175	0.810155160829115	0.0585573167519302	0.971741613435424	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.12578631277145835	0.021707842649605857	0.8348320112904093	0.01735
2	396	308	282	26	Faecalibacterium__Bacteroides	Crohn_vs_Healthy	33	33	1.0	0.915584415584416	inf			0.0911316277838184	0.971741613435424	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	15.035166102223018	1.2949829279209393	6408.518143122817	0.9881
2	396	308	282	26	Faecalibacterium__Agathobacter	Crohn_vs_Healthy	7	5	0.714285714285714	0.915584415584416	0.216606498194946	0.0398860172424904	1.1763113568104	0.110646961971421	0.971741613435424	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.20612355271319685	0.04476361828510023	1.3061820406945104	0.0434
2	396	308	282	26	Bacteroides__Escherichia-Shigella	Crohn_vs_Healthy	8	6	0.75	0.915584415584416	0.260869565217391	0.0499099917106905	1.36351315085741	0.140000037767023	0.971741613435424	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.2474972604307792	0.05723156602175207	1.5363489738193798	0.05885
2	396	308	282	26	Bacteroides__Roseburia	Crohn_vs_Healthy	2	1	0.5	0.915584415584416	0.0889679715302491	0.0053999828895149	1.46580093310595	0.161956935572571	0.971741613435424	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.08766157869748653	0.005630597998293506	1.4015373074676623	0.0391
2	396	308	282	26	Bacteroides__Sutterella	Crohn_vs_Healthy	2	1	0.5	0.915584415584416	0.0889679715302491	0.0053999828895149	1.46580093310595	0.161956935572571	0.971741613435424	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.08906400465125966	0.005528109048020253	1.3386338972307712	0.03805
2	396	308	282	26	Bacteroides__Alistipes	Crohn_vs_Healthy	3	2	0.666666666666667	0.915584415584416	0.178571428571429	0.0156406594656651	2.03877305634343	0.233163209020653	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.16485514542380342	0.018617803764635996	2.278067121561482	0.0751
2	396	308	282	26	Escherichia-Shigella__Blautia	Crohn_vs_Healthy	3	2	0.666666666666667	0.915584415584416	0.178571428571429	0.0156406594656651	2.03877305634343	0.233163209020653	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.1656196253445591	0.018426590882389755	2.3397944266415074	0.0778
2	396	308	282	26	Escherichia-Shigella__Bacteroides	Crohn_vs_Healthy	8	7	0.875	0.915584415584416	0.636363636363636	0.0752499330652776	5.38151545377001	0.510351988376669	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.5476312304272133	0.10438195954515768	6.725762353343478	0.28185
2	396	308	282	26	Faecalibacterium__Bifidobacterium	Crohn_vs_Healthy	9	8	0.888888888888889	0.915584415584416	0.72992700729927	0.0877159880797338	6.07407438083647	0.552788149384025	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.6341107842970923	0.11889244997691559	7.994640265264775	0.3305
2	396	308	282	26	Streptococcus__Veillonella	Crohn_vs_Healthy	20	18	0.9	0.915584415584416	0.818181818181818	0.179037932198323	3.7389925106026	0.680723638670279	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.7614741030099723	0.21300072363568537	4.330052158331903	0.3605
2	396	308	282	26	Bifidobacterium__Bacteroides	Crohn_vs_Healthy	22	21	0.954545454545455	0.915584415584416	2.01149425287356	0.259555876540465	15.5885861005061	0.706660787180233	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	1.7067661730858885	0.3668907975812185	20.179615626140006	0.72975
2	396	308	282	26	Agathobacter__Faecalibacterium	Crohn_vs_Healthy	2	2	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.8844708996840263	0.046342792794746526	414.693978671189	0.4742
2	396	308	282	26	Akkermansia__Bacteroides	Crohn_vs_Healthy	12	11	0.916666666666667	0.915584415584416	1.01476014760148	0.125796222539851	8.18576374051262	1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.8728007078759858	0.1784471084490123	10.170132404285326	0.44355
2	396	308	282	26	Bacteroides__Agathobacter	Crohn_vs_Healthy	3	3	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.289213476523524	0.07981853793782348	616.0188423554631	0.54935
2	396	308	282	26	Bacteroides__Bifidobacterium	Crohn_vs_Healthy	6	6	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.599896916303493	0.18489361168082927	1288.6510766731099	0.71435
2	396	308	282	26	Bacteroides__Blautia	Crohn_vs_Healthy	11	10	0.909090909090909	0.915584415584416	0.919117647058823	0.112994036821162	7.47629939509107	1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.7821907274159948	0.15474703709959967	9.447432135401124	0.40415
2	396	308	282	26	Bacteroides__Enterobacteriaceae	Crohn_vs_Healthy	1	1	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.4661490965275422	0.015412145008215665	255.1422832928649	0.36165
2	396	308	282	26	Bacteroides__Faecalibacterium	Crohn_vs_Healthy	73	67	0.917808219178082	0.915584415584416	1.03875968992248	0.400665733402299	2.69307206345103	1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	6	1.0140506072114102	0.4198520038075582	2.8742647368244696	0.51165
2	396	308	282	26	Bacteroides__Lachnospiraceae	Crohn_vs_Healthy	3	3	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.3533208072441119	0.07848885174848684	664.5366752260586	0.56205
2	396	308	282	26	Bacteroides__Parabacteroides	Crohn_vs_Healthy	5	5	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.179353958460045	0.148952806387748	1080.0768272614425	0.66745
2	396	308	282	26	Bacteroides__Prevotellaceae	Crohn_vs_Healthy	4	4	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.6896201930889623	0.11459322866576857	862.0177058951191	0.6142
2	396	308	282	26	Bacteroides__Pseudomonas	Crohn_vs_Healthy	1	1	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.4742417546390064	0.015664304785544182	257.2225787648378	0.362
2	396	308	282	26	Bacteroides__Ruminococcaceae	Crohn_vs_Healthy	2	2	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.9034166892170623	0.04596576409376989	406.88733485762884	0.47915
2	396	308	282	26	Bacteroides__Ruminococcus	Crohn_vs_Healthy	4	4	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.7326720294992253	0.11749666401601064	820.6137175708033	0.61775
2	396	308	282	26	Bacteroides__UCG-002	Crohn_vs_Healthy	2	2	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.9269429454238569	0.04338571667234874	491.9771070603874	0.48425
2	396	308	282	26	Escherichia-Shigella__Bifidobacterium	Crohn_vs_Healthy	9	9	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	3.6635108452888323	0.289445475595516	1949.8045344097998	0.8005
2	396	308	282	26	Escherichia-Shigella__Dialister	Crohn_vs_Healthy	4	4	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.6596907753578674	0.1123267366127935	819.7576535564738	0.6149
2	396	308	282	26	Escherichia-Shigella__Enterobacteriaceae	Crohn_vs_Healthy	2	2	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.8632409327881059	0.0439308979969808	440.9374857208163	0.4716
2	396	308	282	26	Escherichia-Shigella__Lachnospiraceae	Crohn_vs_Healthy	1	1	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.47636590289092984	0.014519907705398101	215.23638567420153	0.362
2	396	308	282	26	Escherichia-Shigella__Pseudomonas	Crohn_vs_Healthy	1	1	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.47187855014798435	0.01566602152679172	221.91881906623746	0.36425
2	396	308	282	26	Faecalibacterium__Escherichia-Shigella	Crohn_vs_Healthy	2	2	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.8811496141884811	0.044915716912404306	452.1743874962817	0.47505
2	396	308	282	26	Faecalibacterium__Lachnospiraceae	Crohn_vs_Healthy	5	5	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.1367367627884417	0.14592772015581693	1022.9539005147832	0.66565
2	396	308	282	26	Lachnospiraceae__Bacteroides	Crohn_vs_Healthy	2	2	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.8660870831437231	0.04704135739299721	428.58474223596954	0.4702
2	396	308	282	26	Lachnospiraceae__Faecalibacterium	Crohn_vs_Healthy	1	1	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.47023643034465545	0.014764145806325447	284.6951782648802	0.364
2	396	308	282	26	Pasteurellaceae__Veillonella	Crohn_vs_Healthy	1	1	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.46746803615905785	0.016064706831608714	245.00986163614942	0.3655
2	396	308	282	26	Staphylococcus__Streptococcus	Crohn_vs_Healthy	5	5	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.1336261759855106	0.14493781271522957	958.6588318434484	0.66685
2	396	308	282	26	Streptococcus__Pasteurellaceae	Crohn_vs_Healthy	1	1	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.4732412046569483	0.015811424235062498	238.13571185149254	0.36785
2	396	308	282	26	Streptococcus__Rothia	Crohn_vs_Healthy	4	4	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.7497771295766666	0.11164207990023867	847.7133544660568	0.6228
2	396	308	282	26	Streptococcus__Staphylococcus	Crohn_vs_Healthy	4	4	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.705362876639161	0.11370859665544389	708.3219388471911	0.61625
2	396	308	282	26	Veillonella__Streptococcus	Crohn_vs_Healthy	5	5	1.0	0.915584415584416	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.1270264479080936	0.1565160922758213	1118.527271652487	0.6689
3	396	260	238	22	Bacteroides__Dialister__Faecalibacterium	Crohn_vs_Healthy	9	6	0.666666666666667	0.915384615384615	0.163793103448276	0.0379353975888684	0.707207053105724	0.0317532449198582	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	3	0.15947002663894566	0.03994359017647645	0.749824357033845	0.01165
3	396	260	238	22	Agathobacter__Bacteroides__Lachnospiraceae	Crohn_vs_Healthy	4	2	0.5	0.915384615384615	0.0847457627118644	0.0113271784580102	0.634036474682439	0.0370274954656458	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.08500538420614581	0.011254861892477052	0.678751347699245	0.01025
3	396	260	238	22	Bacteroides__Faecalibacterium__Sutterella	Crohn_vs_Healthy	5	3	0.6	0.915384615384615	0.127659574468085	0.0201421260725561	0.809098647018072	0.0585490365402817	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.1238837687787761	0.02124595474797661	0.8459398017964586	0.01685
3	396	260	238	22	Bacteroides__Escherichia-Shigella__Faecalibacterium	Crohn_vs_Healthy	6	4	0.666666666666667	0.915384615384615	0.170940170940171	0.0294755231534227	0.991349394850752	0.0833410078762592	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.1641488166716492	0.031432060425474986	1.0778806558601433	0.0293
3	396	260	238	22	Bacteroides__Alistipes__Faecalibacterium	Crohn_vs_Healthy	1	0	0.0	0.915384615384615	0.0			0.0846153846153846	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.016733311835600038	3.5736304917513166e-05	0.5186356955908232	0.0104
3	396	260	238	22	Escherichia-Shigella__Bacteroides__Bifidobacterium	Crohn_vs_Healthy	1	0	0.0	0.915384615384615	0.0			0.0846153846153846	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.01741154494662468	3.509033928992698e-05	0.5286436356994189	0.01035
3	396	260	238	22	Bacteroides__Faecalibacterium__Blautia	Crohn_vs_Healthy	8	6	0.75	0.915384615384615	0.258620689655172	0.0489656637174305	1.36595026064985	0.140196881488834	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	2	0.24730362282444052	0.05518266333333068	1.5565779138605664	0.0626
3	396	260	238	22	Bacteroides__Sutterella__Parabacteroides	Crohn_vs_Healthy	2	1	0.5	0.915384615384615	0.0886075949367089	0.0053477000744399	1.46816496272748	0.162370062370062	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.08767109419694409	0.00540420245268213	1.3999347840390155	0.039
3	396	260	238	22	Faecalibacterium__Agathobacter__Lachnospiraceae	Crohn_vs_Healthy	3	2	0.666666666666667	0.915384615384615	0.177966101694915	0.0154862414974965	2.04516592083398	0.233795871005173	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.16471658830081648	0.01865513407604703	2.3356609025884967	0.0791
3	396	260	238	22	Faecalibacterium__Agathobacter__Bacteroides	Crohn_vs_Healthy	4	3	0.75	0.915384615384615	0.268085106382979	0.0266952458315185	2.69222560144092	0.299385329518349	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.24256639477755754	0.03217155338721852	3.236877020661543	0.11895
3	396	260	238	22	Akkermansia__Bacteroides__Lachnospiraceae	Crohn_vs_Healthy	5	4	0.8	0.915384615384615	0.358974358974359	0.0383548520730126	3.35974677091045	0.359594402762866	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.31910431851693155	0.050689779568562625	4.184516063920118	0.16095
3	396	260	238	22	Faecalibacterium__Bacteroides__Blautia	Crohn_vs_Healthy	16	16	1.0	0.915384615384615	inf			0.375107476451709	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	7.160032896823083	0.5802958862624796	3072.635313277244	0.9181
3	396	260	238	22	Bacteroides__Blautia__Lachnospiraceae	Crohn_vs_Healthy	6	5	0.833333333333333	0.915384615384615	0.450643776824034	0.0502824558300929	4.03878072853974	0.414845081740187	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.3967255050493418	0.0662373925786218	5.3088160188786215	0.20225
3	396	260	238	22	Bacteroides__Faecalibacterium__Bifidobacterium	Crohn_vs_Healthy	7	6	0.857142857142857	0.915384615384615	0.543103448275862	0.0624056028406323	4.72652041007258	0.465527791195762	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.46938217762610934	0.08251420648602906	6.00868823629582	0.2445
3	396	260	238	22	Bacteroides__Faecalibacterium__Alistipes	Crohn_vs_Healthy	8	7	0.875	0.915384615384615	0.636363636363636	0.0746902912071696	5.42183824886571	0.512003635439608	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	1	0.5553365312221573	0.10296114486835255	6.539863441570932	0.29115
3	396	260	238	22	Agathobacter__Bacteroides__Faecalibacterium	Crohn_vs_Healthy	1	1	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.477199045271399	0.01497219776101449	228.9923418397803	0.36685
3	396	260	238	22	Agathobacter__Faecalibacterium__Lachnospiraceae	Crohn_vs_Healthy	2	2	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.8893375380894761	0.044382981534683556	389.2741018238585	0.4771
3	396	260	238	22	Akkermansia__Bacteroides__Alistipes	Crohn_vs_Healthy	2	2	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.9044183188857648	0.04601225455720896	436.13368086273584	0.4777
3	396	260	238	22	Akkermansia__Bacteroides__Escherichia-Shigella	Crohn_vs_Healthy	4	4	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.7161567235626045	0.11581379453890363	774.5092622514113	0.62005
3	396	260	238	22	Akkermansia__Bacteroides__Faecalibacterium	Crohn_vs_Healthy	1	1	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.47471939954938336	0.01486547774235163	256.185782846507	0.3655
3	396	260	238	22	Bacteroides__Agathobacter__Blautia	Crohn_vs_Healthy	1	1	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.47918908314363584	0.015949216155427423	231.02721067748425	0.3669
3	396	260	238	22	Bacteroides__Agathobacter__Faecalibacterium	Crohn_vs_Healthy	2	2	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.9103278833672799	0.04666425376776556	394.97347686487285	0.4813
3	396	260	238	22	Bacteroides__Alistipes__Escherichia-Shigella	Crohn_vs_Healthy	2	2	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.8450048795976461	0.044979099947220276	369.5931646946766	0.4675
3	396	260	238	22	Bacteroides__Bifidobacterium__Faecalibacterium	Crohn_vs_Healthy	5	5	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.157563140272923	0.14937479530051356	1043.1358769969445	0.6696
3	396	260	238	22	Bacteroides__Blautia__Faecalibacterium	Crohn_vs_Healthy	5	5	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.1281980215121568	0.15016662289811447	1025.8806113198923	0.67485
3	396	260	238	22	Bacteroides__Enterobacteriaceae__Lachnospiraceae	Crohn_vs_Healthy	1	1	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.48975539379225463	0.016056260204719945	248.7064831686867	0.37405
3	396	260	238	22	Bacteroides__Escherichia-Shigella__Agathobacter	Crohn_vs_Healthy	1	1	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.4770823530384911	0.014889070916434178	223.00281930148057	0.3647
3	396	260	238	22	Bacteroides__Escherichia-Shigella__Parabacteroides	Crohn_vs_Healthy	1	1	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.46919445748766087	0.015280806487969761	223.9256496982145	0.3662
3	396	260	238	22	Bacteroides__Faecalibacterium__Agathobacter	Crohn_vs_Healthy	5	5	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.1399159280491657	0.1482078803554648	1011.3981859765883	0.66695
3	396	260	238	22	Bacteroides__Faecalibacterium__Christensenellaceae_R-7_group	Crohn_vs_Healthy	1	1	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	0.48189020881359	0.014835472349173307	229.9866844873374	0.3729
3	396	260	238	22	Bacteroides__Faecalibacterium__Dialister	Crohn_vs_Healthy	9	9	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	3.9875714584100477	0.2956029805035517	1835.2526033319014	0.80435
3	396	260	238	22	Bacteroides__Faecalibacterium__Escherichia-Shigella	Crohn_vs_Healthy	3	3	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.3391507886789498	0.07728881943648581	635.5721075102784	0.5621
3	396	260	238	22	Bacteroides__Faecalibacterium__Lachnospiraceae	Crohn_vs_Healthy	8	8	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	3.442237673657412	0.26475819075002976	1524.1151435358072	0.7755
3	396	260	238	22	Bacteroides__Faecalibacterium__Parabacteroides	Crohn_vs_Healthy	7	7	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	2.9886532152160683	0.22330343949607612	1526.0138818275263	0.74665
3	396	260	238	22	Bacteroides__Faecalibacterium__Ruminococcaceae	Crohn_vs_Healthy	3	3	1.0	0.915384615384615	inf			1.0	1.0	Gevers 2014	gevers_2014	Crohn_vs_Healthy	Crohn vs healthy	0	1.3027634609295262	0.07843900350358142	545.0609608866108	0.5572
