label	n_label	n_cases	n_controls	total_cases	total_controls	or	ci_low	ci_high	p_value	q_value	mode	depth	analysis
Bacteroides fragilis__Faecalibacterium prausnitzii	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Bacteroides ovatus__Bacteroides dorei	9	4	5	120	173	1.15802811735332	0.224827828534354	5.50597859765804	1	1	AGP transfer	2	uc_extent
Bacteroides ovatus__Bacteroides fragilis	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Bifidobacterium breve__Bacteroides dorei	2	1	1	120	173	1.4434921149417	0.0182685715136712	114.007790619003	1	1	AGP transfer	2	uc_extent
Clostridia UCG-014 ord.__Bacteroides dorei	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Faecalibacterium prausnitzii__Bacteroides ovatus	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Faecalibacterium prausnitzii__CAG-352 bromii	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Faecalibacterium prausnitzii__Clostridia UCG-014 ord.	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Gemmiger sp.	2	1	1	120	173	1.4434921149417	0.0182685715136712	114.007790619003	1	1	AGP transfer	2	uc_extent
Lachnospiraceae fam.__Faecalibacterium prausnitzii	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Prevotellaceae NK3B31 group sp.__Faecalibacterium prausnitzii	1	0	1	120	173	0	0	56.1765258025399	1	1	AGP transfer	2	uc_extent
Segatella sp.__Faecalibacterium prausnitzii	23	9	14	120	173	0.921087969022907	0.33900597438491	2.37809347612863	1	1	AGP transfer	2	uc_extent
Bacteroides dorei__Akkermansia muciniphila__Faecalibacterium prausnitzii	6	6	0	120	173	Inf	1.7423361314633	Inf	0.00437643131457794	0.442019562772372	AGP transfer	3	uc_extent
Faecalibacterium prausnitzii__Bacteroides dorei__Agathobacter faecis	7	6	1	120	173	8.99210465351708	1.06959569020375	417.888564666165	0.0202047787171281	0.702405442049652	AGP transfer	3	uc_extent
Segatella sp.__Prevotellaceae fam.__Faecalibacterium prausnitzii	4	4	0	120	173	Inf	0.963585719653564	Inf	0.0273057819471477	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Muribaculaceae fam.__Faecalibacterium prausnitzii	3	3	0	120	173	Inf	0.599784817283204	Inf	0.0676809979886569	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides sartorii__Bacteroides dorei	3	3	0	120	173	Inf	0.599784817283204	Inf	0.0676809979886569	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Bacteroides ovatus__Agathobacter faecis	5	0	5	120	173	0	0	1.55985038193537	0.0810195984171258	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Bifidobacterium breve	5	0	5	120	173	0	0	1.55985038193537	0.0810195984171258	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides sp.__Faecalibacterium prausnitzii__Bacteroides dorei	5	0	5	120	173	0	0	1.55985038193537	0.0810195984171258	0.702405442049652	AGP transfer	3	uc_extent
Akkermansia sp.__Bacteroides dorei	6	0	6	120	173	0	0	1.20858899657047	0.084746518017462	0.702405442049652	AGP transfer	3	uc_extent
Agathobacter faecis__Bacteroides dorei__Faecalibacterium prausnitzii	9	1	8	120	173	0.174082522671837	0.00387842364404044	1.32758477977983	0.0871636807432377	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Bacteroides cellulosilyticus__Faecalibacterium prausnitzii	9	1	8	120	173	0.174082522671837	0.00387842364404044	1.32758477977983	0.0871636807432377	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Bacteroides thetaiotaomicron__Faecalibacterium prausnitzii	7	5	2	120	173	3.70089055913226	0.593645086691979	39.4900531363075	0.126843092505956	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Alistipes onderdonkii	4	0	4	120	173	0	0	2.17376928740279	0.147111659087267	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__UCG-002 sp.__Faecalibacterium prausnitzii	4	0	4	120	173	0	0	2.17376928740279	0.147111659087267	0.702405442049652	AGP transfer	3	uc_extent
Blautia sp.	4	0	4	120	173	0	0	2.17376928740279	0.147111659087267	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Bacteroides ovatus__Faecalibacterium prausnitzii	8	1	7	120	173	0.200111941681025	0.00438987154746245	1.59089239694498	0.147146548242225	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Bacteroides eggerthii	5	4	1	120	173	5.89760526056305	0.574218589562442	293.297289631575	0.162747976909454	0.702405442049652	AGP transfer	3	uc_extent
Akkermansia muciniphila__Clostridia UCG-014 ord.	2	2	0	120	173	Inf	0.2714110839486	Inf	0.166908223853383	0.702405442049652	AGP transfer	3	uc_extent
Akkermansia muciniphila__UCG-002 sp.	2	2	0	120	173	Inf	0.2714110839486	Inf	0.166908223853383	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides dorei__Dialister invisus	2	2	0	120	173	Inf	0.2714110839486	Inf	0.166908223853383	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides fragilis__Bacteroides dorei	2	2	0	120	173	Inf	0.2714110839486	Inf	0.166908223853383	0.702405442049652	AGP transfer	3	uc_extent
Bacteroides thetaiotaomicron__Bacteroides ovatus	2	2	0	120	173	Inf	0.2714110839486	Inf	0.166908223853383	0.702405442049652	AGP transfer	3	uc_extent
Faecalibacterium prausnitzii__Agathobacter faecis__Christensenellaceae R-7 group sp.	2	2	0	120	173	Inf	0.2714110839486	Inf	0.166908223853383	0.702405442049652	AGP transfer	3	uc_extent
