label	n_label	n_cases	n_controls	total_cases	total_controls	or	ci_low	ci_high	p_value	q_value	mode	depth	analysis
Faecalibacterium prausnitzii__Bacteroides dorei__Bacteroides sartorii	2	1	1	100	94	0.939668379988493	0.0118566280412389	74.4815839648365	1	1	AGP transfer	3	cd_calprotectin
Faecalibacterium prausnitzii__Bacteroides ovatus	2	1	1	100	94	0.939668379988493	0.0118566280412389	74.4815839648365	1	1	AGP transfer	3	cd_calprotectin
Faecalibacterium prausnitzii__Christensenellaceae R-7 group sp.__Bacteroides dorei	1	1	0	100	94	Inf	0.0241021782288896	Inf	1	1	AGP transfer	3	cd_calprotectin
Faecalibacterium prausnitzii__Segatella sp.__Bacteroides dorei	1	1	0	100	94	Inf	0.0241021782288896	Inf	1	1	AGP transfer	3	cd_calprotectin
Gemmiger formicilis	3	2	1	100	94	1.89193805553795	0.0969778354890157	113.084624083154	1	1	AGP transfer	3	cd_calprotectin
Segatella sp.__Dialister invisus	3	2	1	100	94	1.89193805553795	0.0969778354890157	113.084624083154	1	1	AGP transfer	3	cd_calprotectin
Segatella sp.__Faecalibacterium prausnitzii__Agathobacter faecis	1	1	0	100	94	Inf	0.0241021782288896	Inf	1	1	AGP transfer	3	cd_calprotectin
Segatella sp.__Faecalibacterium prausnitzii__Prevotellaceae fam.	2	1	1	100	94	0.939668379988493	0.0118566280412389	74.4815839648365	1	1	AGP transfer	3	cd_calprotectin
Segatella sp.__Faecalibacterium prausnitzii__UCG-002 sp.	1	1	0	100	94	Inf	0.0241021782288896	Inf	1	1	AGP transfer	3	cd_calprotectin
Segatella sp.__UCG-002 sp.	1	1	0	100	94	Inf	0.0241021782288896	Inf	1	1	AGP transfer	3	cd_calprotectin
Segatella sp.__Bacteroides dorei__Faecalibacterium prausnitzii__Agathobacter faecis	6	0	6	97	94	0	0	0.798556345293216	0.0130710767736038	0.941117527699474	AGP transfer	4	cd_calprotectin
Lachnospiraceae fam.__Faecalibacterium prausnitzii__Bacteroides dorei	8	1	7	97	94	0.130581869506688	0.00284837706119724	1.04917595407351	0.0329786551205513	1	AGP transfer	4	cd_calprotectin
[Eubacterium] coprostanoligenes group fam.	5	5	0	97	94	Inf	0.905916199327368	Inf	0.0593893109737695	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Blautia sp.	3	0	3	97	94	0	0	2.32975502078022	0.117259991164648	1	AGP transfer	4	cd_calprotectin
Bacteroides eggerthii__Bacteroides dorei	3	0	3	97	94	0	0	2.32975502078022	0.117259991164648	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Prevotellaceae fam.__Faecalibacterium prausnitzii	3	0	3	97	94	0	0	2.32975502078022	0.117259991164648	1	AGP transfer	4	cd_calprotectin
Bacteroides fragilis__Bacteroides dorei	11	3	8	97	94	0.34490564722697	0.0571163534837087	1.49568424762241	0.129417218542091	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides sp.__Bacteroides sartorii	2	0	2	97	94	0	0	5.15040732339724	0.240892807936071	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Faecalibacterium prausnitzii__Agathobacter faecis__Bacteroides ovatus	2	0	2	97	94	0	0	5.15040732339724	0.240892807936071	1	AGP transfer	4	cd_calprotectin
Bacteroides fragilis__Faecalibacterium prausnitzii	2	0	2	97	94	0	0	5.15040732339724	0.240892807936071	1	AGP transfer	4	cd_calprotectin
Parabacteroides distasonis__Bacteroides dorei	2	0	2	97	94	0	0	5.15040732339724	0.240892807936071	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Bacteroides dorei__Bacteroides ovatus	7	5	2	97	94	2.48882659374123	0.395181959438409	26.7716256998365	0.444771086286331	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides ovatus__Bacteroides thetaiotaomicron	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides sartorii__Bacteroides ovatus	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Clostridia UCG-014 ord.__Faecalibacterium prausnitzii	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Faecalibacterium prausnitzii__Bacteroides cellulosilyticus	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Faecalibacterium prausnitzii__Bacteroides eggerthii	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Bacteroides sp.__Bacteroides dorei__Bacteroides ovatus	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Christensenellaceae R-7 group sp.__Bacteroides dorei	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Butyrivibrio crossotus	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Gemmiger sp.	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Agathobacter faecis__Faecalibacterium prausnitzii	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Bacteroides dorei__Faecalibacterium prausnitzii__Clostridia UCG-014 ord.	1	0	1	97	94	0	0	37.7943140947788	0.492146596858639	1	AGP transfer	4	cd_calprotectin
Agathobacter faecis__Bacteroides dorei__Faecalibacterium prausnitzii__Bacteroides ovatus	2	2	0	97	94	Inf	0.182274579110852	Inf	0.497492422154864	1	AGP transfer	4	cd_calprotectin
Akkermansia muciniphila__Bacteroides dorei__Bacteroides caccae	2	2	0	97	94	Inf	0.182274579110852	Inf	0.497492422154864	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides caccae__Faecalibacterium prausnitzii	2	2	0	97	94	Inf	0.182274579110852	Inf	0.497492422154864	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides cellulosilyticus__Faecalibacterium prausnitzii	2	2	0	97	94	Inf	0.182274579110852	Inf	0.497492422154864	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides ovatus__Bacteroides fragilis	2	2	0	97	94	Inf	0.182274579110852	Inf	0.497492422154864	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Paraprevotella sp.	2	2	0	97	94	Inf	0.182274579110852	Inf	0.497492422154864	1	AGP transfer	4	cd_calprotectin
Prevotellaceae fam.__Bacteroides dorei	2	2	0	97	94	Inf	0.182274579110852	Inf	0.497492422154864	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Faecalibacterium prausnitzii__Bacteroides ovatus__Agathobacter faecis	3	1	2	97	94	0.480955223387602	0.00804539490935043	9.38512235081495	0.617137083546563	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Blautia sp.	3	1	2	97	94	0.480955223387602	0.00804539490935043	9.38512235081495	0.617137083546563	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides ovatus__Agathobacter faecis	4	3	1	97	94	2.95285655187392	0.232285418621947	157.331577774595	0.621210093296067	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides ovatus__Faecalibacterium prausnitzii__Agathobacter faecis	4	3	1	97	94	2.95285655187392	0.232285418621947	157.331577774595	0.621210093296067	1	AGP transfer	4	cd_calprotectin
UCG-002 sp.__Bacteroides dorei	5	2	3	97	94	0.640085995973711	0.0523522644468418	5.72175768024223	0.679277708227508	1	AGP transfer	4	cd_calprotectin
Bifidobacterium breve__Faecalibacterium prausnitzii	7	3	4	97	94	0.719329085381965	0.102533462863406	4.38033550572607	0.717883687086028	1	AGP transfer	4	cd_calprotectin
Blautia sp.	10	6	4	97	94	1.4804840513671	0.338105935841388	7.37798952105845	0.747543099883469	1	AGP transfer	4	cd_calprotectin
Bifidobacterium breve__Bacteroides dorei	13	6	7	97	94	0.820322258059639	0.218410853717631	2.97702252626946	0.780356121789963	1	AGP transfer	4	cd_calprotectin
Agathobacter faecis__Faecalibacterium prausnitzii__Bacteroides dorei	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Akkermansia muciniphila__Faecalibacterium prausnitzii	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Alistipes onderdonkii__Bacteroides dorei	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides eggerthii	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides fragilis	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides ovatus__Bacteroides caccae	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides ovatus__Parabacteroides distasonis	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bacteroides sartorii__Faecalibacterium prausnitzii	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Bifidobacterium breve	3	2	1	97	94	1.95127077906969	0.099995745989125	116.652678405239	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__CAG-352 bromii	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Faecalibacterium prausnitzii__Bacteroides sartorii	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Faecalibacterium prausnitzii__Christensenellaceae R-7 group sp.	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Lachnospiraceae fam.	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides dorei__Parabacteroides distasonis	3	2	1	97	94	1.95127077906969	0.099995745989125	116.652678405239	1	1	AGP transfer	4	cd_calprotectin
Bacteroides ovatus__Bacteroides dorei__Faecalibacterium prausnitzii__Agathobacter faecis	7	4	3	97	94	1.30285238835989	0.213947690337782	9.14003329407298	1	1	AGP transfer	4	cd_calprotectin
Bacteroides ovatus__Bacteroides fragilis	3	2	1	97	94	1.95127077906969	0.099995745989125	116.652678405239	1	1	AGP transfer	4	cd_calprotectin
Bacteroides ovatus__Faecalibacterium prausnitzii	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Bacteroides sp.__Bacteroides dorei__Bacteroides sartorii	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
CAG-352 bromii	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Clostridia UCG-014 ord.__Bacteroides dorei	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Enterococcus faecium	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Agathobacter faecis__Bacteroides dorei	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Bacteroides dorei__Bacteroides sartorii	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Bacteroides ovatus	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Christensenellaceae R-7 group sp.__Bacteroides dorei	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Faecalibacterium prausnitzii__Segatella sp.__Bacteroides dorei	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Gemmiger formicilis	3	2	1	97	94	1.95127077906969	0.099995745989125	116.652678405239	1	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Bacteroides dorei__Faecalibacterium prausnitzii__UCG-002 sp.	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Dialister invisus	3	2	1	97	94	1.95127077906969	0.099995745989125	116.652678405239	1	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Faecalibacterium prausnitzii__Agathobacter faecis__Bacteroides dorei	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Faecalibacterium prausnitzii__Bacteroides dorei__Agathobacter faecis	5	3	2	97	94	1.46516880922611	0.163905258020164	17.9128739287689	1	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Faecalibacterium prausnitzii__Prevotellaceae fam.	2	1	1	97	94	0.968903461486812	0.0122231031606486	76.80754226667	1	1	AGP transfer	4	cd_calprotectin
Segatella sp.__Faecalibacterium prausnitzii__UCG-002 sp.	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
Segatella sp.__UCG-002 sp.	1	1	0	97	94	Inf	0.0248476305035798	Inf	1	1	AGP transfer	4	cd_calprotectin
