depth	lineage	size
6	Bacteroides__Escherichia-Shigella__Alistipes__Butyricicoccus__Lachnospiraceae__[Ruminococcus]_gnavus_group	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Christensenellaceae_R-7_group__[Eubacterium]_ruminantium_group__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Christensenellaceae_R-7_group__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Christensenellaceae_R-7_group__Lachnospiraceae__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Christensenellaceae_R-7_group__RF39__Clostridia_UCG-014	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Clostridia_UCG-014__Faecalibacterium__Pseudomonas	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Clostridia_vadinBB60_group__Clostridia__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Enterobacteriaceae__Paraprevotella__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__[Eubacterium]_coprostanoligenes_group__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__[Eubacterium]_ruminantium_group__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Agathobacter__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Akkermansia__Bifidobacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Bifidobacterium__Blautia	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Butyricimonas__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Enterobacteriaceae__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Lachnospiraceae__Clostridia_UCG-014	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Lachnospiraceae__Dialister	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Lachnospiraceae__Ruminococcaceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Lachnospiraceae__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Lachnospiraceae__UCG-002	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Parabacteroides__Flavonifractor	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Parabacteroides__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__Ruminococcaceae__Corynebacteriaceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__UCG-002__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Faecalibacterium__UCG-002__Paraprevotella	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Firmicutes__Clostridia_UCG-014__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Lachnospiraceae__[Eubacterium]_coprostanoligenes_group__Tannerellaceae_1	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Lachnospiraceae__Faecalibacterium__Oscillibacter	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Lachnospiraceae__Parabacteroides__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Lachnospiraceae__Ruminococcaceae__Clostridia_UCG-014	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Muribaculaceae__Morganella__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Muribaculaceae__Pseudomonas__uncultured_11	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__[Eubacterium]_eligens_group__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Barnesiella__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Barnesiella__Flavonifractor	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Barnesiella__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Enterobacteriaceae__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Enterobacteriaceae__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Faecalibacterium__Pseudomonas	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Lachnospiraceae__[Eubacterium]_coprostanoligenes_group	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Lachnospiraceae__[Eubacterium]_eligens_group	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Lachnospiraceae__[Ruminococcus]_torques_group	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Lachnospiraceae__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Lachnospiraceae__UCG-002	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Parasutterella__Finegoldia	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Subdoligranulum__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__Subdoligranulum__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__UBA1819__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Parabacteroides__UCG-002__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Paraprevotella__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Prevotellaceae_NK3B31_group__Akkermansia__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Pseudomonas__[Eubacterium]_siraeum_group__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Pseudomonas__Parabacteroides__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Pseudomonas__Parabacteroides__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Pseudomonas__Ruminococcaceae__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Ruminococcaceae__Dialister__Incertae_Sedis	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Subdoligranulum__[Ruminococcus]_gnavus_group__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Subdoligranulum__Lachnospiraceae__Enterobacteriaceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__Tannerellaceae_1__Parabacteroides__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__UBA1819__Agathobacter__Megasphaera	1
6	Bacteroides__Escherichia-Shigella__Alistipes__UCG-002__Faecalibacterium__[Eubacterium]_siraeum_group	1
6	Bacteroides__Escherichia-Shigella__Alistipes__UCG-002__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Alistipes__UCG-002__Lachnospiraceae__Barnesiella	1
6	Bacteroides__Escherichia-Shigella__Alistipes__UCG-002__Lachnospiraceae__Pseudomonas	1
6	Bacteroides__Escherichia-Shigella__Alistipes__uncultured_11__Parabacteroides__Barnesiella	1
6	Bacteroides__Escherichia-Shigella__Alistipes__uncultured_11__Parabacteroides__Cloacibacillus	1
6	Bacteroides__Escherichia-Shigella__Alloprevotella__Agathobacter__Prevotellaceae_UCG-001__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Anaerostipes__Faecalibacterium__Butyricicoccus__Bifidobacterium	1
6	Bacteroides__Escherichia-Shigella__Bacillales__Alistipes__Lactobacillales__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Bacillales__Lachnospiraceae__[Eubacterium]_siraeum_group__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Bacteroidales__Barnesiella__UCG-002__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Barnesiella__Alistipes__Subdoligranulum__Ruminococcus	1
6	Bacteroides__Escherichia-Shigella__Barnesiella__Faecalibacterium__Lachnospiraceae__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Barnesiella__Oscillospiraceae__Parabacteroides__Oscillibacter	1
6	Bacteroides__Escherichia-Shigella__Barnesiella__Tannerellaceae_1__Eisenbergiella__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Acidaminococcus__Christensenellaceae_R-7_group__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Agathobacter__Blautia__Anaerostipes	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Akkermansia__Enterobacteriaceae__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Alistipes__Faecalibacterium__Clostridia_vadinBB60_group	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Alistipes__Faecalibacterium__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Alistipes__Streptococcus__Oscillospiraceae	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Dialister__Lachnospiraceae__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Dialister__Subdoligranulum__Blautia	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Enterobacteriaceae__Faecalibacterium__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Faecalibacterium__Christensenellaceae_R-7_group__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Faecalibacterium__Lachnospiraceae__Blautia	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Faecalibacterium__Lachnospiraceae__Veillonella	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Lachnospiraceae__Akkermansia__[Ruminococcus]_torques_group	1
6	Bacteroides__Escherichia-Shigella__Bifidobacterium__Lacticaseibacillus__Parabacteroides__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Blautia__Akkermansia__Lachnospiraceae__[Ruminococcus]_torques_group	1
6	Bacteroides__Escherichia-Shigella__Blautia__Bifidobacterium__Anaerostipes__Fusicatenibacter	1
6	Bacteroides__Escherichia-Shigella__Blautia__Bifidobacterium__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Blautia__Bifidobacterium__Ruminococcaceae__Phascolarctobacterium	1
6	Bacteroides__Escherichia-Shigella__Blautia__Dialister__Lachnospiraceae__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Blautia__Faecalibacterium__Agathobacter__Phascolarctobacterium	1
6	Bacteroides__Escherichia-Shigella__Blautia__Lachnospiraceae__Phascolarctobacterium__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Blautia__Megamonas__Erysipelotrichaceae_UCG-003__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Blautia__Muribaculaceae__Lachnospiraceae__[Ruminococcus]_torques_group	1
6	Bacteroides__Escherichia-Shigella__Blautia__Parabacteroides__Lachnospiraceae__[Ruminococcus]_torques_group	1
6	Bacteroides__Escherichia-Shigella__Blautia__Ruminococcus__Alistipes__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Chloroplast__Pasteurellaceae__Streptococcus__Mitochondria	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__[Eubacterium]_siraeum_group__Faecalibacterium__UCG-002	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__Alistipes__Akkermansia__Unassigned	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__Alistipes__Parabacteroides__Coprococcus	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__Faecalibacterium__Akkermansia__RF39	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__Faecalibacterium__Lachnospiraceae__UCG-002	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__Faecalibacterium__UCG-002__Corynebacteriaceae	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__Faecalibacterium__UCG-004__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Christensenellaceae_R-7_group__Pseudomonas__Alistipes__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Clostridia__Alistipes__[Eubacterium]_siraeum_group__Comamonadaceae	1
6	Bacteroides__Escherichia-Shigella__Clostridia__Faecalibacterium__Akkermansia__Muribaculaceae	1
6	Bacteroides__Escherichia-Shigella__Clostridia__Faecalibacterium__Oscillospiraceae__Paraprevotella	1
6	Bacteroides__Escherichia-Shigella__Clostridia__UCG-002__Lachnospiraceae__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Akkermansia__Faecalibacterium__Christensenellaceae_R-7_group	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Alistipes__Faecalibacterium__Dialister	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Christensenellaceae_R-7_group__Unassigned__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Corynebacteriaceae__Blautia__Enterobacteriaceae	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Enterobacteriaceae__[Ruminococcus]_torques_group__UCG-002	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Enterobacteriaceae__Enterobacterales__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Enterobacteriaceae__Faecalibacterium__Dialister	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Enterobacteriaceae__Lachnospiraceae__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Faecalibacterium__Enterobacteriaceae__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__NK4A214_group__Faecalibacterium__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__Parasutterella__Agathobacter__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Clostridia_UCG-014__UCG-002__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Clostridia_vadinBB60_group__Veillonella__Alistipes__Streptococcus	1
6	Bacteroides__Escherichia-Shigella__Clostridium_sensu_stricto_1__[Eubacterium]_eligens_group__Faecalibacterium__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Clostridium_sensu_stricto_1__Alistipes__Morganella__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Comamonadaceae__[Eubacterium]_coprostanoligenes_group__Bifidobacterium__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Comamonadaceae__Clostridia_UCG-014__Alistipes__Brevundimonas	1
6	Bacteroides__Escherichia-Shigella__Comamonadaceae__Faecalibacterium__Subdoligranulum__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Comamonadaceae__Lachnospiraceae__Barnesiella__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Comamonadaceae__Parabacteroides__Bacteroidales__Enterobacteriaceae	1
6	Bacteroides__Escherichia-Shigella__Comamonadaceae__Pseudomonas__Alistipes__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Coprobacillus__Akkermansia__UBA1819__UCG-002	1
6	Bacteroides__Escherichia-Shigella__Coprobacillus__Clostridium_sensu_stricto_1__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Corynebacteriaceae__Agathobacter__Alistipes__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Corynebacteriaceae__Agathobacter__Faecalibacterium__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Corynebacteriaceae__Clostridia_UCG-014__Enterobacteriaceae__Phascolarctobacterium	1
6	Bacteroides__Escherichia-Shigella__Corynebacteriaceae__Faecalibacterium__Agathobacter__Enterobacteriaceae	1
6	Bacteroides__Escherichia-Shigella__Corynebacteriaceae__Faecalibacterium__Staphylococcus__Lachnoclostridium	1
6	Bacteroides__Escherichia-Shigella__Corynebacteriaceae__Parabacteroides__Christensenellaceae_R-7_group__Clostridia_UCG-014	1
6	Bacteroides__Escherichia-Shigella__Dialister__Faecalibacterium__Agathobacter__Anaerostipes	1
6	Bacteroides__Escherichia-Shigella__Dialister__Faecalibacterium__Enterobacteriaceae__Paraprevotella	1
6	Bacteroides__Escherichia-Shigella__Dialister__Faecalibacterium__Lachnospiraceae__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Dialister__Faecalibacterium__Prevotellaceae_NK3B31_group__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Dialister__Parabacteroides__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Eisenbergiella__Lachnospiraceae__Ruminococcaceae__Blautia	1
6	Bacteroides__Escherichia-Shigella__Enterobacterales__Alistipes__Hafnia-Obesumbacterium__Phascolarctobacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacterales__Enterobacteriaceae__Proteus__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Enterobacterales__Hafnia-Obesumbacterium__Alistipes__Bacillales	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Agathobacter__Alistipes__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Agathobacter__Erysipelotrichaceae_UCG-003__[Eubacterium]_coprostanoligenes_group	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Akkermansia__Acinetobacter__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Akkermansia__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Akkermansia__Parabacteroides__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Bilophila__Barnesiella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Christensenellaceae_R-7_group__Acinetobacter	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Clostridia_UCG-014__Providencia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Enterobacterales__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Faecalibacterium__Barnesiella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Faecalibacterium__Dialister	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Faecalibacterium__Parasutterella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Lachnospiraceae__Pseudomonadaceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Parabacteroides__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alistipes__Pseudomonas__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Alloprevotella__Parabacteroides__Blautia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Bacillales__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Bifidobacterium__Akkermansia__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Bifidobacterium__Anaerostipes__[Eubacterium]_eligens_group	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Comamonadaceae__Alistipes__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Corynebacteriaceae__Faecalibacterium__Ruminococcus	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Enterobacterales__Pseudomonas__Bacillaceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Erysipelotrichaceae_UCG-003__Parabacteroides__Megamonas	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__[Eubacterium]_eligens_group__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Agathobacter__Blautia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Agathobacter__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Agathobacter__UCG-005	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Akkermansia__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Alistipes__Flavonifractor	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Alistipes__Roseburia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Alistipes__Unassigned	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Bifidobacterium__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Christensenellaceae_R-7_group__Paraprevotella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Incertae_Sedis__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__Alloprevotella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__Blautia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__UCG-002	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Paraprevotella__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Pseudomonas__Comamonadaceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Roseburia__Lachnospiraceae_UCG-004	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Faecalibacterium__Roseburia__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospira__Dialister__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__[Eubacterium]_eligens_group__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Acinetobacter__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Agathobacter__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Akkermansia__Enterobacterales	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Akkermansia__Phascolarctobacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Christensenellaceae_R-7_group__Lachnospiraceae_UCG-003	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Faecalibacterium__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Faecalibacterium__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Lachnospiraceae__Subdoligranulum__Clostridia_UCG-014	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Morganella__Faecalibacterium__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Barnesiella__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Faecalibacterium__Barnesiella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Faecalibacterium__Pseudomonas	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Lachnospiraceae__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Lachnospiraceae__Enterobacterales	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Lachnospiraceae__Phascolarctobacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Megasphaera__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Parabacteroides__Roseburia__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Paraprevotella__Dialister__Barnesiella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Paraprevotella__Dialister__Morganella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Paraprevotella__Faecalibacterium__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Agathobacter__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Akkermansia__Agathobacter	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Faecalibacterium__[Eubacterium]_eligens_group	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Faecalibacterium__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Faecalibacterium__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Faecalibacterium__Holdemanella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Faecalibacterium__Roseburia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Pseudomonas__Lachnospiraceae__Enterobacterales	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Ruminococcaceae__Alistipes__Holdemanella	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Ruminococcaceae__Faecalibacterium__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Ruminococcaceae__Lachnospiraceae__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Ruminococcus__Faecalibacterium__[Eubacterium]_eligens_group	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Ruminococcus__Faecalibacterium__Akkermansia	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__UBA1819__Lachnospiraceae__Faecalibacterium	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__UCG-002__Muribaculaceae__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__Unassigned__Corynebacteriaceae__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Enterobacteriaceae__uncultured_11__Bacteria__Muribaculaceae	1
6	Bacteroides__Escherichia-Shigella__Erysipelotrichaceae_UCG-003__Parabacteroides__Lachnospiraceae__Blautia	1
6	Bacteroides__Escherichia-Shigella__Ezakiella__Bacteroidales__Campylobacter__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Faecalibacterium__[Eubacterium]_coprostanoligenes_group__Lachnospiraceae__Incertae_Sedis	1
6	Bacteroides__Escherichia-Shigella__Faecalibacterium__[Eubacterium]_eligens_group__Agathobacter__Lachnospiraceae	1
6	Bacteroides__Escherichia-Shigella__Faecalibacterium__[Eubacterium]_eligens_group__Christensenellaceae_R-7_group__Subdoligranulum	1
6	Bacteroides__Escherichia-Shigella__Faecalibacterium__[Eubacterium]_eligens_group__Paraprevotella__Alistipes	1
6	Bacteroides__Escherichia-Shigella__Faecalibacterium__[Eubacterium]_siraeum_group__Alistipes__[Eubacterium]_eligens_group	1
6	Bacteroides__Escherichia-Shigella__Faecalibacterium__[Eubacterium]_siraeum_group__Alistipes__Parabacteroides	1
6	Bacteroides__Escherichia-Shigella__Faecalibacterium__[Eubacterium]_siraeum_group__Bacillales__Planococcaceae	1
