depth	lineage	size
5	Bacteroides__Coprococcus__Ruminococcus__Clostridia_UCG-014__Subdoligranulum	1
5	Bacteroides__Corynebacteriaceae__Bacillaceae__Blautia__Faecalibacterium	1
5	Bacteroides__Corynebacteriaceae__Bifidobacterium__Agathobacter__Lachnospiraceae	1
5	Bacteroides__Corynebacteriaceae__Clostridia_UCG-014__Enterobacteriaceae__Faecalibacterium	1
5	Bacteroides__Corynebacteriaceae__Enterobacteriaceae__Christensenellaceae_R-7_group__UCG-002	1
5	Bacteroides__Corynebacteriaceae__Escherichia-Shigella__Alistipes__Lachnospiraceae	1
5	Bacteroides__Corynebacteriaceae__Escherichia-Shigella__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Corynebacteriaceae__Lachnospiraceae__Faecalibacterium__Finegoldia	1
5	Bacteroides__Corynebacteriaceae__Lachnospiraceae__Subdoligranulum__Fenollaria	1
5	Bacteroides__Corynebacteriaceae__Peptoniphilus__Faecalibacterium__Fenollaria	1
5	Bacteroides__Corynebacteriaceae__Porphyromonas__Fenollaria__Anaerococcus	1
5	Bacteroides__Corynebacteriaceae__Prevotellaceae__Peptoniphilus__Anaerococcus	1
5	Bacteroides__Corynebacterium__Faecalibacterium__Corynebacteriaceae__Finegoldia	1
5	Bacteroides__Corynebacterium__Faecalibacterium__Ruminococcaceae__Finegoldia	1
5	Bacteroides__Dialister__[Eubacterium]_hallii_group__Unassigned__Lacticaseibacillus	1
5	Bacteroides__Dialister__Agathobacter__Escherichia-Shigella__Subdoligranulum	1
5	Bacteroides__Dialister__Agathobacter__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Dialister__Agathobacter__Faecalibacterium__Paraprevotella	1
5	Bacteroides__Dialister__Akkermansia__Alistipes__Lachnospiraceae	1
5	Bacteroides__Dialister__Akkermansia__Escherichia-Shigella__Faecalibacterium	1
5	Bacteroides__Dialister__Alistipes__Clostridia_UCG-014__Akkermansia	1
5	Bacteroides__Dialister__Alistipes__Clostridia_UCG-014__Faecalibacterium	1
5	Bacteroides__Dialister__Alistipes__UCG-002__Faecalibacterium	1
5	Bacteroides__Dialister__Bacteroidales__UCG-002__Alistipes	1
5	Bacteroides__Dialister__Bifidobacterium__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Dialister__Bifidobacterium__Faecalibacterium__Subdoligranulum	1
5	Bacteroides__Dialister__Blautia__Bifidobacterium__[Eubacterium]_coprostanoligenes_group	1
5	Bacteroides__Dialister__Blautia__Faecalibacterium__Subdoligranulum	1
5	Bacteroides__Dialister__Blautia__Lachnospiraceae__Erysipelotrichaceae_UCG-003	1
5	Bacteroides__Dialister__Blautia__Parabacteroides__[Ruminococcus]_gnavus_group	1
5	Bacteroides__Dialister__Blautia__Parabacteroides__Lachnospiraceae	1
5	Bacteroides__Dialister__Christensenellaceae_R-7_group__Faecalibacterium__Alistipes	1
5	Bacteroides__Dialister__Christensenellaceae_R-7_group__Methanobrevibacter__Ruminococcus	1
5	Bacteroides__Dialister__Clostridia_UCG-014__Akkermansia__UCG-002	1
5	Bacteroides__Dialister__Clostridia_UCG-014__Faecalibacterium__Agathobacter	1
5	Bacteroides__Dialister__Clostridia_UCG-014__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Dialister__Clostridia_UCG-014__Parabacteroides__Akkermansia	1
5	Bacteroides__Dialister__Clostridia_UCG-014__Parabacteroides__Phascolarctobacterium	1
5	Bacteroides__Dialister__Clostridia_UCG-014__Prevotella_9__Holdemanella	1
5	Bacteroides__Dialister__Coprococcus__Faecalibacterium__Akkermansia	1
5	Bacteroides__Dialister__Coprococcus__Roseburia__Christensenellaceae_R-7_group	1
5	Bacteroides__Dialister__Desulfovibrio__Faecalibacterium__Parabacteroides	1
5	Bacteroides__Dialister__Enterobacteriaceae__Agathobacter__Fenollaria	1
5	Bacteroides__Dialister__Escherichia-Shigella__Alistipes__Akkermansia	1
5	Bacteroides__Dialister__Escherichia-Shigella__Burkholderiales__Lachnospiraceae	1
5	Bacteroides__Dialister__Escherichia-Shigella__Lachnospiraceae__Incertae_Sedis	1
5	Bacteroides__Dialister__Escherichia-Shigella__Subdoligranulum__Blautia	1
5	Bacteroides__Dialister__Faecalibacterium__Agathobacter__Bifidobacterium	1
5	Bacteroides__Dialister__Faecalibacterium__Agathobacter__Lachnospiraceae	1
5	Bacteroides__Dialister__Faecalibacterium__Alistipes__[Eubacterium]_coprostanoligenes_group	1
5	Bacteroides__Dialister__Faecalibacterium__Alistipes__Escherichia-Shigella	1
5	Bacteroides__Dialister__Faecalibacterium__Desulfovibrio__Clostridia_UCG-014	1
5	Bacteroides__Dialister__Faecalibacterium__Finegoldia__Agathobacter	1
5	Bacteroides__Dialister__Faecalibacterium__Lachnospiraceae__Akkermansia	1
5	Bacteroides__Dialister__Faecalibacterium__Lachnospiraceae__Alistipes	1
5	Bacteroides__Dialister__Faecalibacterium__Lachnospiraceae__Blautia	1
5	Bacteroides__Dialister__Faecalibacterium__Lachnospiraceae__Christensenellaceae_R-7_group	1
5	Bacteroides__Dialister__Faecalibacterium__Lachnospiraceae__Roseburia	1
5	Bacteroides__Dialister__Faecalibacterium__Lachnospiraceae__Veillonella	1
5	Bacteroides__Dialister__Faecalibacterium__Parabacteroides__Paraprevotella	1
5	Bacteroides__Dialister__Faecalibacterium__Paraprevotella__Lachnospiraceae	1
5	Bacteroides__Dialister__Faecalibacterium__Paraprevotella__Parabacteroides	1
5	Bacteroides__Dialister__Faecalibacterium__Ruminococcus__Agathobacter	1
5	Bacteroides__Dialister__Faecalibacterium__Ruminococcus__Lachnospiraceae	1
5	Bacteroides__Dialister__Lachnospiraceae__[Eubacterium]_coprostanoligenes_group__Faecalibacterium	1
5	Bacteroides__Dialister__Lachnospiraceae__Akkermansia__Clostridia_UCG-014	1
5	Bacteroides__Dialister__Lachnospiraceae__Blautia__Alistipes	1
5	Bacteroides__Dialister__Lachnospiraceae__Clostridia_UCG-014__Blautia	1
5	Bacteroides__Dialister__Lachnospiraceae__Lactobacillus__Parasutterella	1
5	Bacteroides__Dialister__Lachnospiraceae__Roseburia__Alistipes	1
5	Bacteroides__Dialister__Lactobacillales__Clostridium_sensu_stricto_1__Lactobacillaceae	1
5	Bacteroides__Dialister__Latilactobacillus__Bifidobacterium__Lachnospira	1
5	Bacteroides__Dialister__Megasphaera__Bifidobacterium__Parabacteroides	1
5	Bacteroides__Dialister__Parabacteroides__Faecalibacterium__Christensenellaceae_R-7_group	1
5	Bacteroides__Dialister__Paraprevotella__Lachnospiraceae__Parabacteroides	1
5	Bacteroides__Dialister__Paraprevotella__Parabacteroides__Faecalibacterium	1
5	Bacteroides__Dialister__Parasutterella__Agathobacter__Fusicatenibacter	1
5	Bacteroides__Dialister__Parasutterella__Faecalibacterium__Escherichia-Shigella	1
5	Bacteroides__Dialister__Prevotellaceae_NK3B31_group__[Eubacterium]_coprostanoligenes_group__Lachnospiraceae	1
5	Bacteroides__Dialister__Pseudomonas__Lachnospiraceae__Butyricicoccus	1
5	Bacteroides__Dialister__RF39__Faecalibacterium__Clostridia_UCG-014	1
5	Bacteroides__Dialister__Ruminococcaceae__Faecalibacterium__Agathobacter	1
5	Bacteroides__Dialister__Ruminococcaceae__Parabacteroides__Lactococcus	1
5	Bacteroides__Dialister__Ruminococcus__Coprococcus__Faecalibacterium	1
5	Bacteroides__Dialister__Subdoligranulum__Blautia__Bifidobacterium	1
5	Bacteroides__Dialister__Subdoligranulum__Lachnospiraceae__Alistipes	1
5	Bacteroides__Dialister__Subdoligranulum__Lachnospiraceae__Blautia	1
5	Bacteroides__Dialister__Subdoligranulum__Lachnospiraceae__Ruminococcaceae	1
5	Bacteroides__Dialister__Subdoligranulum__Prevotellaceae_NK3B31_group__Escherichia-Shigella	1
5	Bacteroides__Dialister__Subdoligranulum__UCG-002__Lachnospiraceae	1
5	Bacteroides__Dialister__UCG-002__Lachnospiraceae__Faecalibacterium	1
5	Bacteroides__Dialister__Unassigned__Lachnospiraceae__Clostridia_UCG-014	1
5	Bacteroides__Eisenbergiella__Lachnospiraceae__Blautia__[Ruminococcus]_gnavus_group	1
5	Bacteroides__Eisenbergiella__Parabacteroides__Faecalibacterium__Ruminococcus	1
5	Bacteroides__Enterobacterales__[Eubacterium]_eligens_group__Lachnospiraceae__[Eubacterium]_siraeum_group	1
5	Bacteroides__Enterobacterales__[Eubacterium]_eligens_group__Lachnospiraceae__Akkermansia	1
5	Bacteroides__Enterobacterales__Agathobacter__Escherichia-Shigella__Lachnospiraceae	1
5	Bacteroides__Enterobacterales__Enterobacteriaceae__Faecalibacterium__Blautia	1
5	Bacteroides__Enterobacterales__Enterobacteriaceae__Parabacteroides__Escherichia-Shigella	1
5	Bacteroides__Enterobacterales__Escherichia-Shigella__Lachnospira__Erysipelotrichaceae_UCG-003	1
5	Bacteroides__Enterobacterales__Hafnia-Obesumbacterium__Blautia__Lachnospiraceae	1
5	Bacteroides__Enterobacterales__Hafnia-Obesumbacterium__Lachnospiraceae__Enterobacteriaceae	1
5	Bacteroides__Enterobacterales__Parabacteroides__Faecalibacterium__Escherichia-Shigella	1
5	Bacteroides__Enterobacterales__Prevotella_9__Lachnospiraceae__Parabacteroides	1
5	Bacteroides__Enterobacterales__Pseudomonas__Hafnia-Obesumbacterium__Enterobacteriaceae	1
5	Bacteroides__Enterobacterales__uncultured_11__Christensenellaceae_R-7_group__Subdoligranulum	1
5	Bacteroides__Enterobacteriaceae__[Eubacterium]_siraeum_group__uncultured_11__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__[Ruminococcus]_torques_group__[Clostridium]_innocuum_group__Blautia	1
5	Bacteroides__Enterobacteriaceae__Acinetobacter__Escherichia-Shigella__Akkermansia	1
5	Bacteroides__Enterobacteriaceae__Agathobacter__Blautia__Staphylococcaceae	1
5	Bacteroides__Enterobacteriaceae__Agathobacter__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Agathobacter__Lachnospiraceae__Clostridia_UCG-014	1
5	Bacteroides__Enterobacteriaceae__Agathobacter__Lachnospiraceae__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__Agathobacter__Parabacteroides__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__Akkermansia__Alistipes__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Akkermansia__Faecalibacterium__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Akkermansia__Lachnospiraceae__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Akkermansia__Parabacteroides__RF39	1
5	Bacteroides__Enterobacteriaceae__Akkermansia__Ruminococcus__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Acidaminococcus__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Blautia__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Escherichia-Shigella__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Escherichia-Shigella__UCG-002	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Faecalibacterium__[Eubacterium]_siraeum_group	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Faecalibacterium__Dialister	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Lachnospiraceae__Agathobacter	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Lachnospiraceae__Akkermansia	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Lachnospiraceae__Blautia	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Lachnospiraceae__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Lachnospiraceae__UCG-002	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Parabacteroides__Phascolarctobacterium	1
5	Bacteroides__Enterobacteriaceae__Alistipes__Parabacteroides__Sutterella	1
5	Bacteroides__Enterobacteriaceae__Alistipes__UCG-002__Clostridia_UCG-014	1
5	Bacteroides__Enterobacteriaceae__Bifidobacterium__Anaerostipes__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Bifidobacterium__Lachnospiraceae__Akkermansia	1
5	Bacteroides__Enterobacteriaceae__Blautia__Lachnospiraceae__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Christensenellaceae_R-7_group__Faecalibacterium__Agathobacter	1
5	Bacteroides__Enterobacteriaceae__Christensenellaceae_R-7_group__Parabacteroides__UCG-002	1
5	Bacteroides__Enterobacteriaceae__Clostridia_UCG-014__Escherichia-Shigella__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__Clostridia_UCG-014__Parabacteroides__Barnesiella	1
5	Bacteroides__Enterobacteriaceae__Comamonadaceae__Faecalibacterium__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Dialister__Faecalibacterium__Blautia	1
5	Bacteroides__Enterobacteriaceae__Dialister__Faecalibacterium__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__Dialister__Parabacteroides__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Enterobacterales__Escherichia-Shigella__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Enterobacterales__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Enterobacterales__Lachnospiraceae__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Akkermansia__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Alistipes__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Barnesiella__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Bifidobacterium__Blautia	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Christensenellaceae_R-7_group__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Comamonadaceae__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Enterobacterales__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Enterobacterales__Muribaculaceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Enterobacterales__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Faecalibacterium__Clostridia_UCG-014	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Faecalibacterium__Hafnia-Obesumbacterium	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Faecalibacterium__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Faecalibacterium__Paraprevotella	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Lachnospiraceae__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Lachnospiraceae__Hungatella	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Lachnospiraceae__Lachnospira	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Lachnospiraceae__Prevotella	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Lachnospiraceae__Proteus	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Lachnospiraceae__Rhizobiaceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Muribaculaceae__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Parabacteroides__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Parabacteroides__Bacillales	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Parabacteroides__Clostridia_UCG-014	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Parabacteroides__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Parabacteroides__UCG-002	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Paraprevotella__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Phascolarctobacterium__Lachnoclostridium	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Proteus__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Pseudomonas__Alcaligenaceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Pseudomonas__Lachnoclostridium	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Pseudomonas__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Escherichia-Shigella__Staphylococcus__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__[Eubacterium]_xylanophilum_group__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__[Ruminococcus]_torques_group__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Agathobacter__Hafnia-Obesumbacterium	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Alistipes__Monoglobus	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Christensenellaceae_R-7_group__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Coprococcus__Agathobacter	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__Bilophila	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__Christensenellaceae_R-7_group	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Lachnospiraceae__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Parabacteroides__Paraprevotella	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Parabacteroides__Staphylococcus	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Parasutterella__Blautia	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Prevotella_9__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Ruminococcaceae__Christensenellaceae_R-7_group	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Subdoligranulum__Fusicatenibacter	1
5	Bacteroides__Enterobacteriaceae__Faecalibacterium__Unassigned__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Fenollaria__Lachnospiraceae__Ruminococcus	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__[Eubacterium]_eligens_group__Agathobacter	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__[Eubacterium]_eligens_group__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__[Eubacterium]_eligens_group__Enterobacterales	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__[Eubacterium]_eligens_group__Lachnospira	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Acidaminococcus__Lachnoclostridium	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Akkermansia__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Alistipes__[Eubacterium]_eligens_group	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Alistipes__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Blautia__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Enterobacterales__Acidaminococcus	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Escherichia-Shigella__Blautia	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Faecalibacterium__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Parabacteroides__Lachnoclostridium	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Paraprevotella__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Phascolarctobacterium__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Pseudomonas__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Lachnospiraceae__Rikenellaceae_RC9_gut_group__UCG-002	1
5	Bacteroides__Enterobacteriaceae__Lactobacillales__uncultured_11__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Morganella__Eisenbergiella__UBA1819	1
5	Bacteroides__Enterobacteriaceae__Morganella__Escherichia-Shigella__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Alistipes__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Bifidobacterium__Dorea	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Bifidobacterium__Muribaculaceae	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Blautia__Phascolarctobacterium	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Corynebacterium__Phascolarctobacterium	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Enterobacterales__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Faecalibacterium__Acinetobacter	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Faecalibacterium__Parasutterella	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Paraprevotella__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Phascolarctobacterium__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Parabacteroides__Ruminococcaceae__Agathobacter	1
5	Bacteroides__Enterobacteriaceae__Paraprevotella__Agathobacter__Roseburia	1
5	Bacteroides__Enterobacteriaceae__Paraprevotella__Faecalibacterium__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Parasutterella__Faecalibacterium__Veillonellaceae	1
5	Bacteroides__Enterobacteriaceae__Planococcaceae__Faecalibacterium__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Prevotella_7__UCG-002__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Prevotella_9__Bifidobacterium__Agathobacter	1
5	Bacteroides__Enterobacteriaceae__Prevotella_9__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Prevotellaceae__Lachnospiraceae__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Proteus__Escherichia-Shigella__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__Providencia__Morganella__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Pseudomonadaceae__Pseudomonas__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Alistipes__Faecalibacterium	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Escherichia-Shigella__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Hafnia-Obesumbacterium__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Lachnospiraceae__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Lachnospiraceae__Roseburia	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Parabacteroides__Blautia	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Parabacteroides__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Pseudomonas__Paraprevotella__Escherichia-Shigella	1
5	Bacteroides__Enterobacteriaceae__RF39__Paraprevotella__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Streptococcus__Alistipes__[Eubacterium]_coprostanoligenes_group	1
5	Bacteroides__Enterobacteriaceae__Streptococcus__Parabacteroides__Lachnospiraceae	1
5	Bacteroides__Enterobacteriaceae__Streptococcus__Veillonella__Parabacteroides	1
5	Bacteroides__Enterobacteriaceae__Sutterella__Lachnospiraceae__Alistipes	1
5	Bacteroides__Enterobacteriaceae__UCG-002__[Eubacterium]_coprostanoligenes_group__Alistipes	1
5	Bacteroides__Enterobacteriaceae__Unassigned__Christensenellaceae_R-7_group__Pseudomonas	1
5	Bacteroides__Enterobacteriaceae__uncultured_11__Alistipes__Burkholderiales	1
5	Bacteroides__Enterobacteriaceae__uncultured_11__Planococcaceae__Lachnospiraceae	1
5	Bacteroides__Erysipelatoclostridium__Paraprevotella__Streptococcus__Subdoligranulum	1
5	Bacteroides__Erysipelotrichaceae_UCG-003__Blautia__Lachnospiraceae__Dorea	1
5	Bacteroides__Erysipelotrichaceae_UCG-003__Escherichia-Shigella__Alistipes__Lachnospiraceae	1
5	Bacteroides__Erysipelotrichaceae_UCG-003__Escherichia-Shigella__Bifidobacterium__Lactobacillales	1
5	Bacteroides__Erysipelotrichaceae_UCG-003__Lachnospiraceae__Blautia__Parabacteroides	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_coprostanoligenes_group__Agathobacter__Lachnospiraceae	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_coprostanoligenes_group__Alistipes__Clostridia_UCG-014	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_coprostanoligenes_group__Staphylococcus__Oscillospiraceae	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_eligens_group__Akkermansia__Lachnospiraceae	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_eligens_group__Alistipes__Lachnospiraceae	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_eligens_group__Lachnospiraceae__Alistipes	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_eligens_group__Lachnospiraceae__Clostridia_UCG-014	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_eligens_group__Lachnospiraceae__UCG-002	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_ruminantium_group__Faecalibacterium__Lachnospiraceae	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_siraeum_group__Lachnospiraceae__Barnesiella	1
5	Bacteroides__Escherichia-Shigella__[Eubacterium]_siraeum_group__Morganella__Faecalibacterium	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_gnavus_group__Clostridium_sensu_stricto_1__Clostridia	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_gnavus_group__Lachnospiraceae__Faecalibacterium	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_gnavus_group__Parasutterella__Bifidobacterium	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__Akkermansia__Parabacteroides	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__CAG-56__Oscillospiraceae	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__Clostridia_UCG-014__Eisenbergiella	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__Hungatella__Phascolarctobacterium	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__Lachnospiraceae__[Ruminococcus]_gnavus_group	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__Morganella__Alistipes	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__Parabacteroides__Corynebacteriaceae	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__Tannerellaceae_1__Lachnospiraceae	1
5	Bacteroides__Escherichia-Shigella__[Ruminococcus]_torques_group__UBA1819__Clostridia_UCG-014	1
5	Bacteroides__Escherichia-Shigella__Acinetobacter__Faecalibacterium__Subdoligranulum	1
5	Bacteroides__Escherichia-Shigella__Acinetobacter__Proteus__Faecalibacterium	1
5	Bacteroides__Escherichia-Shigella__Agathobacter__Akkermansia__Alistipes	1
5	Bacteroides__Escherichia-Shigella__Agathobacter__Bifidobacterium__Enterobacteriaceae	1
5	Bacteroides__Escherichia-Shigella__Agathobacter__Christensenellaceae_R-7_group__Alistipes	1
5	Bacteroides__Escherichia-Shigella__Agathobacter__Christensenellaceae_R-7_group__Lachnospiraceae	1
5	Bacteroides__Escherichia-Shigella__Agathobacter__Faecalibacterium__Alistipes	1
5	Bacteroides__Escherichia-Shigella__Agathobacter__Faecalibacterium__Bifidobacterium	1
